en_name,jp_name,cuisine,rating,price,url
Yoshinoya,吉野家 札幌エスタ店,牛丼飯,3.05,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1064421/
Kyoudonoajihokusai,郷土の味 北彩 エスタ店,便當/壽司,3.36,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1041788/
Tokachidaimiu,十勝大名 札幌エスタ店,鯛魚燒・大判燒/日式點心,3.48,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1005739/
Romantei,ろまん亭 さっぽろ東急店,蛋糕,3.07,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1031415/
PRONTO,プロント 札幌エスタ地下街店,咖啡、喫茶（其他）/小酒館・餐飲酒館（其它）/西式甜點（其他）,3.07,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1070098/
Nihonryourikitanoji,日本料理　北乃路,懷石 / 會席料理/釜飯/創作料理,3.45,"￥8,000～￥9,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1007928/
Souzainakamura,惣菜なか村 札幌エスタ店,熟食,3.31,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1029978/
Tamagotowatashi,卵と私 札幌アピア店,蛋包飯/西式料理,3.11,"￥1,000～￥1,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1030945/
Ootoya,大戸屋 札幌エスタ店,定食、食堂,3.11,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1002270/
Ajidokoroazuma,味処 あずま,丼類（其他）,3.45,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1004335/
Shione,汐音,海鮮蓋飯,3.18,"￥3,000～￥3,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1049999/
T'CAFE,T'CAFE,咖啡店/酒吧、酒（其他）,3.48,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1002921/
The fruitscake Factory,フルーツケーキファクトリー エスタ店,蛋糕,3.17,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1005934/
Ryuugetsu,柳月 札幌エスタ店,蛋糕/西式甜點（其他）/日式點心,3.15,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1005974/
eight Ricefield cafe,エイト ライスフィールド カフェ 札幌駅北口店,咖啡店,3.39,"￥2,000～￥2,999",https://tabelog.com/tw/hokkaido/A0101/A010201/1039389/
Soukeminamotokicchouan,宗家 源吉兆庵 東急さっぽろ店,日式點心,3.01,"￥1,000～￥1,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1040849/
Beiraofu,北老虎,中國菜/小酒館・餐飲酒館（其它）/餃子,3.44,"￥1,000～￥1,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1001191/
tonkatsumaisen,とんかつ まい泉 さっぽろ東急店,炸豬排/三明治/便當,3.03,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1044574/
suteraobasannokukki-,ステラおばさんのクッキー 札幌アピア店,西式甜點（其他）/咖啡店/三明治,3.12,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1004448/
Umeya,梅屋 札幌エスタ店,蛋糕,3.12,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1005693/
Mosubaga,モスバーガー 札幌エスタ店,漢堡,3.11,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1042686/
Osouzainomatsuoka,お惣菜のまつおか 大丸札幌店,便當/熟食,3.11,"￥1,000～￥1,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1034119/
Sapporonadamansaryou,札幌なだ万茶寮,和式餐馆 / 小菜,3.03,"￥3,000～￥3,999",https://tabelog.com/tw/hokkaido/A0101/A010103/1049043/
misora-mennoyoshino,みそラーメンのよし乃 アピア店,拉麵/日式小酒館/定食、食堂,3.45,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1000942/
Nakau,なか卯 札幌駅地下街店,牛丼飯/親子丼飯/烏龍麵,3.19,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1005847/
ROYCE',ロイズ 大丸札幌店,巧克力,3.22,"￥1,000～￥1,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1008684/
Hyakumisensai,百味千菜 エスタ店,飯糰/壽司/便當,3.36,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1029977/
Kentakkifuraidochikin,ケンタッキーフライドチキン 札幌エスタ店,餐廳（其他）,3.13,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1026678/
Kayanoya,茅乃舎 大丸札幌店,其他,3.19,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1042248/
The Smoke Shop,The Smoke Shop 札幌駅店,便當,3.45,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1067786/
J.S. PANCAKE CAFE,J.S. PANCAKE CAFE 札幌ステラプレイス店,鬆餅/咖啡店/西式料理,3.12,"￥1,000～￥1,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1043700/
Misutadonatsu,ミスタードーナツ エスタ札幌ショップ,甜甜圈,3.05,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1061536/
mazezobasemmontemmenyatarou,まぜそば専門店 麺や太郎,台灣拌麵/油麵/乾擔擔麵,3.29,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1058893/
sapporomisono,札幌みその 札幌らーめん共和国店,拉麵,3.32,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1045147/
mitsumotoko-hi-ten,三本珈琲店 札幌アピア店,喫茶店,3.05,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1071640/
tenshinsapporogyouzakan,点心札幌 餃子館 エスタ店,便當/餃子/肉包・中華肉包,3.37,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1029245/
Okowakomehachi,おこわ米八 大丸札幌店,日式料理（其他）/便當,3.05,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1029363/
Hanamaruudon,はなまるうどん 札幌エスタ店,烏龍麵/天婦羅/關東煮,3.17,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1051347/
Kushidori,串鳥 札幌駅北口店,烤雞串/日式小酒館/定食、食堂,3.19,"￥2,000～￥2,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1006367/
Okowafukagawa,おこわ ふか河 札幌エスタ店,日式料理（其他）/便當/熟食,3.31,"￥1,000～￥1,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1046873/
kari-hausukorombo,カリーハウス コロンボ,咖哩飯,3.67,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1004447/
YATAIYA ASIA,屋台屋 亜細亜 札幌エスタ店,熟食,3.27,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010105/1060940/
Tonkatsuisen,とんかつ井泉 大丸札幌店,炸豬排/便當,3.38,"￥1,000～￥1,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1033648/
Misutadonatsu,ミスタードーナツ ＪＲ札幌ショップ,甜甜圈/咖啡店,3.17,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1009264/
Yuhaimu,ユーハイム 大丸札幌店,蛋糕,3.06,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1031455/
MISUZU CAFE,ミスズ カフェ 札幌駅前店,咖啡店,3.37,"￥1,000～￥1,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1046806/
Hokkaidoukarikurabuono,北海道カリークラブおの,咖哩飯,3.4,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1001180/
Chinsannoseikouhanten,陳さんの盛興飯店,中國菜,3.42,"￥1,000～￥1,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1004545/
Heichinrou,聘珍樓 大丸札幌店,熟食,3.06,"￥1,000～￥1,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1029328/
Uzuranopurimmuroranuzuraen,うずらのぷりん 室蘭うずら園 札幌エスタ店,西式甜點（其他）,3.33,"￥1,000～￥1,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1066454/
ra-menseiryuu,らーめん青竜,拉麵/餃子,3.48,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1004161/
Hananomai,はなの舞 ルートイン札幌駅前北口店,日式小酒館/魚類料理・海鮮料理,3.04,"￥5,000～￥5,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1007999/
Umihe,海へ APIA店,日式小酒館/魚類料理・海鮮料理/壽司,3.09,"￥2,000～￥2,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1002382/
Ebiten,蛯天 駅前店,天婦羅/小酒館・餐飲酒館（其它）,3.48,"￥2,000～￥2,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1019517/
Miruku&pafwe yotubaWhite Cozy,ミルク&パフェ よつ葉ホワイトコージ 札幌ステラプレイス店,聖代/咖啡店,3.17,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1070120/
Yamanosaru,山の猿 アピア店,日式小酒館/魚類料理・海鮮料理/串燒,3.19,"￥2,000～￥2,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1001661/
Nakamuraya,中むらや 大丸札幌店,烤雞串/串燒/雞肉料理,3.36,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1038195/
Shanhaimanjuuten,上海饅頭店,熟食/中國菜/餃子,3.31,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1040749/
Yoshinoya,吉野家 札幌駅APIA店,牛丼飯/咖哩飯/定食、食堂,3.17,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1028299/
Dotorukohishoppu,ドトールコーヒーショップ JR札幌改札内店,咖啡店/三明治/蛋糕,3.17,"￥1,000～￥1,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1057440/
La Maison ensoleille table,ラ・メゾン アンソレイユターブル 札幌ステラプレイス店,咖啡店/蛋糕/西式各國料理（その他）,3.12,"￥1,000～￥1,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1001336/
Yoshiyamashouten,吉山商店 札幌らーめん共和国店,拉麵,3.48,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1043665/
Dominikkujuran,ドミニックジュラン 札幌エスタ店,麵包/三明治/咖啡店,3.49,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1003301/
Sapporoshinemafuronthia,札幌シネマフロンティア,其他,3.19,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1038924/
Bankakusouhompo,坂角総本舗 大丸札幌店,仙貝,3.02,"￥1,000～￥1,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1037906/
Tokachidaimyou,十勝大名 大丸札幌店,鯛魚燒・大判燒,3.25,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1053036/
Otarunisankou,小樽 ニュー三幸 札幌駅前北4条店,無座小酒館・酒吧,3.46,"￥2,000～￥2,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1035971/
Kirinoshita,霧の下 札幌エスタ店,蕎麥麵/烏龍麵,3.48,"￥1,000～￥1,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1002860/
nagasakasarashinanunoyatahee,永坂更科 布屋太兵衛 札幌大丸店,蕎麥麵/炸蝦丼飯・炸蝦便當,3.23,"￥2,000～￥2,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1001807/
Morozofu,モロゾフ 大丸札幌店,西式甜點（其他）,3.04,"￥1,000～￥1,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1037390/
The JOHNSON BURGER,ザ・ジョンソンバーガー,漢堡/咖啡店,3.27,"￥1,000～￥1,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1065364/
Stampede's Cafe & Dining Bar,スタンピーズ カフェ&ダイニングバー,餐飲酒館/日式小酒館/咖啡店,3.31,"￥3,000～￥3,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1059741/
Zokujoppinkaru,続・じょっぴん掛る,日式小酒館,3.23,"￥1,000～￥1,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1025500/
Kushidori,串鳥 札幌駅前店,烤雞串/串燒/日式小酒館,3.19,"￥2,000～￥2,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1025842/
Mameda,豆狸 大丸札幌店,壽司,3.16,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1001363/
Saizeriya,サイゼリヤ 札幌駅北口店,大眾餐廳/義式/義大利麵,3.11,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1038674/
Tendontenya,天丼てんや 札幌アピア店,炸蝦丼飯・炸蝦便當/天婦羅/蕎麥麵,3.21,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1041694/
Pathisuri jonesu,パティスリー ジョネス エスタ店,蛋糕,3.25,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1065606/
Akakumashokudou,赤クマ食堂,西式料理/漢堡/西式各國料理（その他）,3.34,"￥1,000～￥1,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1026390/
Ikkyuudaifukudou,一久 大福堂 大丸札幌店,日式點心/大福麻糬,3.17,"￥1,000～￥1,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1009010/
Sushitokarobatayakishikihanamaru,寿司と炉端焼 四季花まる 北口店,日式小酒館/壽司/爐端燒,3.54,"￥5,000～￥5,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1055235/
Rokkatei,六花亭 大丸札幌店,西式甜點（其他）/日式點心,3.23,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1008870/
KINOTOYA CAFE,洋菓子 きのとや 大丸店,蛋糕/西式甜點（其他）/甜點（其他）,3.33,"￥1,000～￥1,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1001965/
hyakumisensaisazae,百味千菜 サザエ 大丸札幌店,便當/飯糰/日式點心,3.11,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1037395/
Ichinanagodenotantammensapporokitaguchiten,175°DENO〜担担麺〜 札幌北口店,拉麵/担担麵/日式小酒館,3.62,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1050775/
Sanjeruman,サンジェルマン  札幌店,麵包/三明治,3.15,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1005772/
Cafe CROISSANT,カフェ クロワッサン 札幌アピア店 ,咖啡店/三明治,3.46,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1003041/
Ooganechikusan,大金畜産 札幌エスタ店,其他,3.11,"￥1,000～￥1,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1039020/
TOMIZ,TOMIZ 札幌ステラプレイス店,其他,3.15,"￥1,000～￥1,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1040082/
Rotteria,ロッテリア JR札幌店,漢堡/咖啡、喫茶（其他）,3.19,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1033833/
UCC CAFE MERCADO,UCCカフェメルカード 札幌大丸店,咖啡專賣店,3.03,"￥2,000～￥2,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1029432/
Parcourir,parcourir,餐飲酒館/酒吧/酒吧、酒（其他）,3.16,"￥4,000～￥4,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1057688/
Kakitanekicchin,かきたねキッチン 大丸札幌店,日式點心,3.05,"￥1,000～￥1,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1040265/
SAISON DE SETSUKO,セゾン ド セツコ 大丸札幌店,巧克力,3.03,"￥3,000～￥3,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1037356/
Tonkatsutadumura,とんかつ　たづむら 大丸札幌店,炸豬排/串炸・串豬排/定食、食堂,3.36,"￥1,000～￥1,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1008839/
Porushoppukafe,ポールショップカフェ エスタ店,咖啡專賣店/甜點（其他）,3.29,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1002204/
ichinanagododenokare-,175゜DENOカレー 札幌北口店,咖哩（其它）/咖哩飯,3.14,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1067049/
Sambee,讃兵衛 大丸札幌店,烏龍麵/日式料理（其他）/定食、食堂,3.25,"￥1,000～￥1,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1022898/
Kakasha,菓か舎 エスタ店,日式點心/西式甜點（其他）,3.25,"￥1,000～￥1,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1021019/
Kunzusofutokurimukafe,クィーンズソフトクリームカフェ 札幌エスタ,咖啡店/冰淇淋/霜淇淋,3.5,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1003140/
Gomasobayakumo,ごまそば八雲 札幌国際ビル店,蕎麥麵/烏龍麵/日式小酒館,3.36,"￥2,000～￥2,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1001713/
Sobabaingu,そばバー イング,蕎麥麵/烏龍麵,3.27,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1009158/
Toritarou,鳥太郎 北口店,烤雞串/日式小酒館/魚類料理・海鮮料理,3.43,"￥2,000～￥2,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1003493/
Ichimaruhachi,一○八抹茶茶廊,鯛魚燒・大判燒/霜淇淋,3.49,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1049263/
Kamaei,かま栄 札幌大丸店,其他,3.22,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1025109/
Ishiyaseika,石屋製菓 大丸札幌店,蛋糕/巧克力,3.54,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1004614/
ROYCE',ロイズ さっぽろ東急店,巧克力,3.18,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1021043/
Porubokyuzu,ポールボキューズ 大丸札幌店,麵包,3.37,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1022696/
tokachibutadonippin,十勝豚丼 いっぴん ステラプレイス店,豬肉蓋飯,3.46,"￥1,000～￥1,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1047152/
Ekibennobensaitei,駅弁の弁菜亭,便當,3.47,"￥1,000～￥1,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1037881/
Poru,PAUL 札幌ステラプレイス店,麵包/麵包、三明治（其他）/咖啡店,3.41,"￥1,000～￥1,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1045197/
The Lobby Lounge,ザ ロビーラウンジ,Lounge Bar,3.39,"￥2,000～￥2,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1058524/
Youshokukonoyoshi,洋食コノヨシ 大丸札幌店,熟食,3.21,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010102/1061189/
Ikedashokuhin,池田食品 東急札幌店,日式點心,3.16,"￥1,000～￥1,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1042165/
Ji arei,ジ アレイ 大丸札幌店,甜點（其他）/咖啡店,3.07,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010102/1064905/
Sutabakkusukohi,スターバックス・コーヒー 札幌ステラプレイス イースト２階店,咖啡店,3.08,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1043626/
Kushiyakiodenkon,串焼 おでん 根 駅前店,烤雞串/雞肉料理,3.24,"￥4,000～￥4,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1030385/
THE BUFFET,ザ・ブッフェ 大丸札幌,西式自助餐/義式/壽司,3.47,"￥2,000～￥2,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1001088/
Hamatou,はまとう 大丸札幌店,魚類料理・海鮮料理/日式料理（其他）/便當,3.21,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1043837/
Rokkatei,六花亭 エスタ札幌店,日式點心/西式甜點（其他）,3.12,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1038266/
hokkaidouitariammiabokka,北海道イタリアン ミアボッカ 札幌エスタ店,義式/義大利麵/披薩,3.41,"￥3,000～￥3,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1050857/
Morozofu,モロゾフ 札幌エスタ店,巧克力/蛋糕,3.02,"￥1,000～￥1,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1010343/
Abeyoukeijoueggupurin,あべ養鶏場 えっぐぷりん,西式甜點（其他）,3.47,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1063700/
Sousakukushiagesouzaikushikushi,創作串揚げ惣菜 Kushi-Kushi 札幌大丸串串,串炸・串豬排/熟食,3.29,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1018136/
Baikouken,梅光軒 札幌らーめん共和国店,拉麵/餃子,3.23,"￥1,000～￥1,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1001845/
InZONE TABLE,inZONE TABLE,咖啡店/西式料理/牛肉料理,3.33,"￥4,000～￥4,999",https://tabelog.com/tw/hokkaido/A0101/A010105/1067234/
Satousuisan,佐藤水産 本店,其他,3.27,"￥8,000～￥9,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1001103/
Sakanaisshin,魚一心 東急フードショー店,壽司/海鮮蓋飯,3.15,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1044483/
Nomuratsukudani,野村佃煮 東急札幌店,其他,3.08,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1042227/
Genkishoppuikoru,元気ショップ いこ～る,咖啡店,3.21,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1061438/
Fuurimbai,風鈴梅 さっぽろ東急店,日式料理（其他）,3.03,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1042042/
satsuekiga-denterasunisennijuuni,サツエキガーデンテラス 2022,啤酒屋/小酒館・餐飲酒館（其它）,3.04,"￥2,000～￥2,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1029175/
Churasanokinawaya,美らさん おきなわや,其他,3.07,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1044732/
Nakagawaseishichishouten,中川政七商店 ステラプレイス店,其他,3.04,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1052367/
Aidainingu,アイダイニング 大丸札幌店,熟食/便當,3.2,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1035432/
Yamagatayanoriten,山形屋海苔店 大丸札幌店,其他,3.05,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1044940/
Seikatsunoki,生活の木 東急札幌店,咖啡店/西式甜點（其他）/紅茶專賣店,3.08,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1042445/
Kiosk,キヨスク 札幌ラッチ西店,其他,3.06,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1057310/
Ooba,おおば 東急フードショー店,其他,3.03,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1044490/
Budoubiyoriyoinokuchi,葡萄日和 ヨイノクチ,餐飲酒館/洋酒吧,3.03,"￥3,000～￥3,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1072652/
Jearutawahoterunikkousukaibankettorumutaiyou,ＪＲtower ホテル日航札幌 スカイバンケットルーム たいよう,其他,3.04,"￥8,000～￥9,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1060401/
Petite Chevre,Petite Chevre 札幌エスタ店,西式甜點（其他）/霜淇淋,3.15,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1071184/
Shiro LIFE,シロ ライフ ステラプレイス店,其他,3.05,"￥2,000～￥2,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1051328/
Kikunoya,菊の家 東急札幌店,其他,3.13,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1042213/
Fuumiya,風味屋 札幌東急店,其他,3.08,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1042096/
Toriyosakanayo,鶏よ魚よ 札幌駅北口店,日式小酒館,3.06,"￥2,000～￥2,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1071017/
Nikudokoroitou,肉処いとう,其他,3.08,"￥1,000～￥1,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1036298/
Unaginihonichi,うなぎ日本一 札幌エスタ店,饅魚/丼類（其他）,3.05,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1044633/
Kiosk,Kiosk 札幌ラッチ東店,其他,3.04,"￥1,000～￥1,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1061309/
tenshinsapporosuishin,点心札幌 翠心 東急百貨店さっぽろ店,中國菜/中式粥品,3.22,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1042175/
Mujirushiryouhin,無印良品 札幌ステラプレイス店,其他,3.07,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1066335/
Karisuseijou,カリス成城 札幌店,紅茶專賣店/其他,3.02,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1041999/
Meidaiunatoto,名代宇奈とと 札幌北口店,饅魚,3.0,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1066640/
TEA LOUNGE Fontaine,ティー ラウンジ フォンテーヌ,咖啡店,3.04,"￥1,000～￥1,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1055155/
Famirimato,ファミリーマート 札幌駅北口店,其他,3.0,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1056984/
Kitanoichiba,キタノイチバ 札幌南口駅前店,日式小酒館/魚類料理・海鮮料理/其他肉類料理,3.01,"￥2,000～￥2,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1059545/
Virejjibangado,ヴィレッジヴァンガード 札幌エスタ店,其他,3.02,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1065580/
Fuurinume,風鈴梅 大丸札幌店,日式料理（其他）,3.03,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1041556/
hokkaidoukasutera,HOKKAIDO 加須底羅,甜點（其他）,3.0,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010102/1071721/
Yamashitasuisan,山下水産 大丸札幌店,其他,3.07,"￥1,000～￥1,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1040327/
LUPICIA,ルピシア 札幌エスタショップ,紅茶專賣店,3.01,"￥1,000～￥1,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1039553/
LAWSON,ローソン 札幌ステーションタワー店,其他,3.0,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1035884/
Hontakasagoya,本高砂屋 大丸札幌店,西式甜點（其他）,3.05,"￥1,000～￥1,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1038114/
Tama,たま アピア店,烤雞串/日式小酒館,3.02,"￥3,000～￥3,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1063633/
Bettei,別邸 札幌駅前店,日式小酒館,3.03,"￥4,000～￥4,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1067181/
COTE DOR,コートドール  札幌アピア店,西式甜點（其他）,3.12,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1072608/
Fushe,フーシェ 大丸札幌店,巧克力/西式甜點（其他）,3.09,"￥1,000～￥1,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1041478/
Tsunahachi,つな八 札幌デリカ店,天婦羅/炸蝦丼飯・炸蝦便當,3.02,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1041767/
Rain BAKE SHOP,レインベイクショップ,蛋糕,3.0,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1070572/
Oujisamon,王子サーモン 札幌大丸直営店,其他,3.1,"￥3,000～￥3,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1050947/
Daichinoseikaten DELICA TESSEN,大地ノ青果店 DELICA TESSEN エスタ店,便當/熟食,3.16,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010101/1070947/
Seiyouryouri NiNi,西洋料理 NiNi,義式,3.05,"￥5,000～￥5,999",https://tabelog.com/tw/hokkaido/A0101/A010101/1071832/
esuta,エスタ,其他,3.03,～￥999,https://tabelog.com/tw/hokkaido/A0101/A010102/1051421/
